Ref,Val,Package,PosX,PosY,Rot,Side
"C2","1u","C_0603_1608Metric",152.250000,-93.500000,120.000000,bottom
"U2","MA600A","QFN-16-1EP_3x3mm_P0.5mm_EP1.75x1.75mm",150.000000,-100.000000,180.000000,bottom
"C1","100n","C_0603_1608Metric",147.500000,-94.750000,90.000000,top
"J1","781715006","CONN06_781715006_MOL",154.000000,-97.700000,120.000000,top
